id,text,date,label
647,"Báo đã xác_minh Nhung từng đến 18T , Times city !Chết rồi to.... Báo đã xác_minh Nhung từng đến 18T , Times city !Chết rồi toang Times nhà em : ( ( Vừa tức vừa sợ cái hoàn_cảnh này : ( (",2020-03-09,1
648,"Sau năm 1975, Việt Nam thực sự trải qua nhiều giai đoạn khó .... Sau năm 1975, Việt Nam thực sự trải qua nhiều giai đoạn khó khăn không lối thoát. Sự sụp đổ của nền kinh tế tập trung đưa đến sự biến dạng của một xã hội đang đi dần đến hỗn loạn từng ngày. Trong hoàn cảnh ngặt nghèo đó, những người cộng sản cầm quyền tuy đang vất vả với 2 cuộc chiến tranh với nước láng giềng, cũng kịp nhận ra ý nghĩa của câu “đổi mới hay là chết,” mà là một cái chết được báo trước.CSVN buộc phải chấp nhận từ bỏ một phần con đường kinh tế chỉ huy để bước vào thời kỳ đổi mới kinh tế từ 1987, tức sau đại hội đảng lần thứ VI năm 1986. Tuy được cho là áp dụng kinh tế thị trường nhưng vẫn lưu luyến chủ nghĩa cộng sản, nên thể chế chính trị hoàn toàn không thay đổi và được mô tả bằng nhóm từ ngữ lôi kéo “định hường xã hội chủ nghĩa” còn tồn tại đến ngày nay.Năm 2008, theo tiêu chuẩn đánh giá của Ngân Hàng Thế Giới WB (Word Bank) quốc gia nào có thu nhập bình quân đầu người dưới 1.000 Mỹ Kim là quốc gia nghèo. Cũng năm này, con số của Tổng Cục Thống Kê Việt Nam đưa ra, lần đầu tiên người dân Việt Nam đạt thu nhập bình quân 1.024 Mỹ Kim, có nghĩa Việt Nam đã thoát ra khỏi danh sách các quốc gia nghèo đói. Như thế, sau hơn 20 năm (1986-2008) bước vào sân chơi kinh tế thị trường, Việt Nam mới ra khỏi tình trạng nghèo đói, xem ra là quá chậm.Thế nhưng trong hơn 2 thập kỷ hội nhập ấy, với lợi thế của một quốc gia có tiềm năng phát triển, Việt Nam đã nhận được viện trợ hào hiệp và vốn vay lãi suất thấp đến cả 100 tỷ Mỹ Kim của các định chế tài chính quốc tế. Và cái kết quả mang lại thật không tương xứng với những gì nhận được, mà nợ công lại mỗi năm mỗi tăng! Việt Nam là “quốc gia không muốn phát triển” không phải là lời nói đùa của chuyên gia kinh tế mà là một sự thật đầy mỉa mai không thể chối cãi.Cũng theo đánh giá của Ngân Hàng Thế Giới, mức thu nhập từ 1.035 đến 4.045 Mỹ Kim là thu nhập trung bình thấp; từ 4.046 đến 12.535 Mỹ Kim là thu nhập trung bình cao và từ 12.536 trở lên được xếp vào thu nhập cao.Thử nhìn lại Nam Hàn, quốc gia đã trải qua một cuộc chiến tranh khốc liệt từ cuộc xâm lăng của Bắc Hàn trong 3 năm (1950-1953), đến năm 1960 vẫn là một nước nghèo ở Á Châu. Nhưng tới năm 1990 tức hơn 30 năm sau chiến tranh, với sự phát triển phi thường, bền vững, Nam Hàn từng bước đã trở thành một nước có thu nhập cao. Hiện nay Nam Hàn là nền kinh tế đứng hàng thứ tư Á Châu với thu nhập đầu người vượt quá 33.000 Mỹ Kim, sánh vai trong hàng ngũ các nước phát triển Tây phương.Hiện nay, theo số liệu của Bộ Kế Hoạch và Đầu Tư thu nhập trung bình của người Việt Nam là 3.500 Mỹ Kim. Nhưng theo đánh giá lạc quan của Quỹ Tiền Tệ Quốc Tế IMF (International Monetary Fund) nếu tính theo sức mua, GDP đầu người Việt Nam đạt trên 10.000 Mỹ Kim. Điều này cũng cho thấy nền kinh tế Việt Nam tiến rất chậm. Từ năm 2008 đến 2019 trong khoảng 10 năm gần đây nhất với đầu tư ngoại quốc không ngừng gia tăng, thế mà Việt Nam vẫn chưa thoát ra khỏi bẫy thu nhập trung bình thấp. Người ta có thể thấy hai điểm:1/ Đầu tư nước ngoài vào Việt Nam từ trước đến nay bề ngoài có vẻ tân tiến hơn thời bao cấp lạc hậu, nhưng phần nhiều là những hệ thống máy móc với công nghệ thô sơ đã qua sử dụng, chỉ thích hợp cho nền kinh tế gia công. Vì thế, cho dù lấy các công ty FDI (Foreign Direct Investment) làm đòn bẩy cũng không đưa được tổng sản lượng cả nước lên như mong muốn. Nếu tình trạng này tiếp diễn thì Việt Nam cũng khó thoát khỏi bẫy thu nhập trung bình thấp trong tương lai.Việt Nam không thể mong đợi FDI đầu tư công nghệ cao, vì trước hết công nhân Việt Nam phải có tay nghề cao và năng suất làm việc đáp ứng được nhu cầu sản xuất. Hiện nay đa số lao động Việt Nam đều không qua huấn luyện chuyên nghiệp, sự đào tạo nếu có chỉ làm qua loa lấy thành tích báo cáo và phải đi làm thuê bằng sức lao động chân tay là chính.2/ Nếu Việt Nam chỉ chạy theo FDI mà không mạnh mẽ đầu tư và khuyến khích nền kinh tế nội địa với các công ty tư nhân đóng vai trò chính, thì dù người Việt Nam có tài năng, kiến thức cũng bó tay. Vì họ thiếu khả năng tài chính để phát triển và cạnh tranh cũng như thiếu chỗ dựa từ chính sách kinh tế đúng đắn của nhà nước. Những kinh nghiệm phát triển kinh tế từ những quốc gia như Nhật Bản, Nam Hàn, Đài Loan không phải là những bài học khó học. Đó là chú trọng nuôi dưỡng tư bản nội địa lớn mạnh để có thể có đủ khả năng cùng tư bản nước ngoài đẩy mạnh nền kinh tế đất nước vươn lên.Chiến lược phát triển của đảng CSVN, đến năm 2030 Việt Nam là nước phát triển công nghiệp hiện đại có thu nhập trung bình cao và đến năm 2045 trở thành nước công nghiệp hiện đại thu nhập cao. Đó là những ước mơ đẹp nhưng đầy ảo tưởng của những nhà lãnh đạo cộng sản già nua hiện nay, mà tới năm 2045 họ đã thành bộ xương khô trong một nghĩa trang cao cấp nào đó và không kịp thấy ước mơ của mình tan vỡ. Bởi vì chừng nào đảng CSVN chưa nhìn ra và chưa giải quyết hai vấn đề mấu chốt nêu trên một cách thực tế chứ không phải bằng nghị quyết, thì may ra Việt Nam mới thoát ra khỏi bẫy thu nhập thấp.Phạm Nhật Bình",2025-03-25,1
649,"Xung quanh ca nhiễm Covid-19 thứ 17 tại Việt Nam I Bản tin v.... Xung quanh ca nhiễm Covid-19 thứ 17 tại Việt Nam I Bản tin về virus corona ngày 7.3.2020 Bản tin về virus corona của Báo Thanh Niên trực tiếp truyền hình lúc 19 giờ trên <URL>, kênh YouTube Báo Thanh Niên, facebook Báo Thanh Niên và trang Báo Thanh Niên trên mạng xã hội Lotus. Thông tin mới, đầy đủ nhất về diễn biến của dịch bệnh Covid-19 do chủng mới của virus corona ở trong nước và quốc tế. Bệnh nhân thứ 17 dương tính với virus corona. Kết quả xét nghiệm những người xung quanh có khả năng lây nhiễm của bệnh nhân thứ 17. Biện pháp tăng cường phòng dịch tại Hà Nội và Hải Phòng. #Covid19 #corona #viruscorona #virútcorona #nCoV #viêmphổiVũHán #BảntinCorona",2020-03-07,0
650,"Tối 19/3, Bộ Y tế tiếp tục có thông báo cáo khẩn lần thứ 5...... Tối 19/3, Bộ Y tế tiếp tục có thông báo cáo khẩn lần thứ 5...",2020-03-19,0
651,"Bộ trưởng Bộ TTTT Nguyễn Mạnh Hùng kêu gọi các doanh nghiệp .... Bộ trưởng Bộ TTTT Nguyễn Mạnh Hùng kêu gọi các doanh nghiệp công nghệ hãy sáng tạo ra dịch vụ và ứng dụng mới để hỗ trợ người dân, doanh nghiệp, Chính phủ hoạt động bình thường theo một cách khác thời Covid-19.",2020-03-18,0
652,"Cơi nới thùng xe chở quá tải gấp nhiều lần cho phép, vượt đè.... Cơi nới thùng xe chở quá tải gấp nhiều lần cho phép, vượt đèn đỏ, gây tai nạn... Những chiếc xe quá tải không có giấy phép, đang trở thành vấn nạn ở nhiều địa phương phía Nam. Câu chuyện phải chung đường với những hung thần xe benz, xe container quá khổ, quá tải đang là nỗi lo thường trực với người dân ở đây.",2020-06-18,0
653,"AI CŨNG HIỂU CHỈ MỖI TOÀ KHÔNG HIỂU, NÊN SINH MẠNG CON NGƯỜI.... AI CŨNG HIỂU CHỈ MỖI TOÀ KHÔNG HIỂU, NÊN SINH MẠNG CON NGƯỜI CHỈ NHƯ CHIẾC MÓNG TAY, ĐÃ TUYÊN ÁN TỬ HÌNH NGƯỜI BẰNG NHỮNG CÁNH TAY GIƠ....? Như chúng ta đã biết vụ án Hồ Duy Hải đã làm dậy sóng cộng đồng mạng xã hội Việt Nam và thế giới về nền tư pháp Việt Nam trong nhiều năm qua đặc biệt là quy trình tố tụng từ điều tra, xét xử trái với những quy định của pháp luật : - Tang chứng vật chứng được mua ở chợ về và trong hiện trường vụ án không có dấu tay của Hồ Duy Hải trong quá trình điều tra xét xử cũng đã bắt được nghi can Tên là Nghị, người yêu của 1 nạn nhân bản thân Nghị nghiện ma tuý có tiền án tiền sự rất nhiều và quy trình xét xử lại không tuân thủ những quy định của pháp luật hiện hành. Theo khoản C điều 53 Bộ luật tố tụng hình sự năm 2015 quy định như sau : Điều 53. Thay đổi Thẩm phán, Hội thẩm c) Đã tham gia xét xử sơ thẩm hoặc phúc thẩm hoặc tiến hành tố tụng vụ án đó với tư cách là Điều tra viên, Cán bộ điều tra, Kiểm sát viên, Kiểm tra viên, Thẩm tra viên, Thư ký Tòa án. Điều 53 là Những quy định chung của Bộ luật Tố tụng hình sự năm 2015, được coi như là nguyên tắc xuyên suốt quá trình giải quyết vụ án hình sự từ sơ thẩm , phúc thẩm , giám đốc thẩm, tái thẩm. Như vậy người nào đã tiến hành tố tụng vụ án đó với tư cách là người tiến hành tố tụng thì không được tham gia xét xử vụ án hoặc bị thay đổi. Việc ký quyết định không kháng nghị vụ án hoặc trả lời khiếu nại bản án , quyết định đã có hiệu lực pháp luật của những người tiến hành tố tụng hình sự cũng chính là đã tiến hành tố tụng vụ án và qua phiên toà xét xử vừa qua tôi cho rằng ông Nguyễn Hoà Bình thuộc đối tượng không được tham gia xét xử Giám đốc thẩm vụ án Hồ Duy Hải vì ông Bình đã đã tham gia vào vụ án cách đây mấy năm khi ông ấy đang làm ở Viện Kiểm Soát Nhân Dân Tối Cao và đã ký quyết định không kháng nghị vụ án này với tư cách là Viện trưởng VKS NDTC. Những quy định của pháp luật như vậy để bảo đảm tính vô tư , khách quan , tránh áp đặt ý muốn chủ quan của người ngồi ghế thẩm phán xét xử vụ án. Ông Bình là chủ toạ phiên toà xét xử, lại là Chánh án Toà án nhân dân tối cao làm cho nhân dân trong và ngoài nước đặt câu hỏi về tính Khách Quan, Vô Tư của quyết định Ông ấy khi ông ấy đã làm trái quy định của pháp luật, Là con người thì không một ai bao che cho kẻ giết người cả, nhưng ủng hộ để cứu 1 mạng người vô tội bị oan sai là lương tâm trách nhiệm của 1 con người có nhận thức. Theo quy định tại Điều 386 BLTTHS thì ...”Trường hợp người bị kết án ,người bào chữa, người có quyền lợi, nghĩa vụ liên quan đến kháng nghị có mặt tại phiên toà thì những người này được trình bày ý kiến về những vấn đề mà Hội đồng giám đốc thẩm yêu cầu, Kiểm sát viên, người tham gia tố tụng tại phiên toà giám đốc thẩm tranh tụng về những vấn đề liên quan đến việc giải quyết vụ án. Chủ tọa phiên toà phải tạo điều kiện cho Kiểm sát viên, người tham gia tố tụng trình bày hết ý kiến, tranh luận dân chủ, bình đẳng trước toà"" nhưng, Tại phiên toà giám đốc thẩm vừa qua, luật sư của bị cáo chỉ được trình bày ý kiến mà không có tranh tụng. Việc Hội đồng giám đốc thẩm không cho phép luật sư tham gia đầy đủ phiên toà rõ ràng là vi phạm pháp luật. Có lẽ Hội đồng giám đốc thẩm sửa sai bằng việc lai triệu tập lại khi vị luật sư Có lẽ đây cũng là trường hợp kỳ lạ trong lịch sử xét xử của nền tư pháp XHCN...? - Về kháng nghị của Viện kiểm sát nhân dân tối cao : Hội đồng giám đốc thẩm cho rằng kháng nghị của VKSNDTC trái pháp luật nên không được chấp nhận. Vậy kháng nghị đó trái pháp luật nào? Kháng nghị khi mà Quyết định số 639/QĐ- CTN ngày 17/5/2012 của Chủ tịch nước bác đơn xin ân giảm án tử hình của Hồ Duy Hải đang có hiệu lực pháp luật? Luật nào quy định? Không có quy định nào về vấn đề này trong BLTTHS. Thực tế thì Hồ Duy Hải không làm đơn xin ân giảm án tử hình, vậy Chủ tịch nước xét đơn của ai để ra quyết định bác đơn?. Khi Hội đồng giám đốc thẩm cho rằng kháng nghị trái pháp luật tức là không cần xem xét về nội dung của vụ án thế mà phiên toà vẫn diễn ra trong ba ngày. Thông thường khi xét xử phúc thẩm hoặc giám đốc thẩm HĐXX phải xem xét ngay đến cơ sở của trình tự tố tụng này là Kháng cáo , kháng nghị . Một kháng cáo hoặc kháng nghị đã không hợp pháp thì không có phiên toà. Rõ ràng là trong quy trình điều tra, xét hỏi, xét xử của vụ án này, việc điều tra đã có quá nhiều vi phạm nghiêm trọng trình tự thủ tục tố tụng hình sự từ khám nghiệm hiện trường, thu giữ vật chứng, dấu vết, nhận dạng vật chứng , mua cái không phải là vật chứng để cố tình hợp pháp hoá vật chứng... Khi mà các cái gọi là chứng cứ được thu thập trái pháp luật, không đúng quy định của pháp luật và lại được sử dụng như là chứng cứ buộc tội là võ đoán vì đó không phải là chứng cứ . Vì thế nó không có sức thuyết phục, không đủ để chứng minh người phạm tội và đương nhiên nó đã làm thay đổi nội dung , bản chất của vụ án, qua vụ án này Sẽ là một tiền lệ và nguy hiểm hơn là án lệ cho các vi phạm nghiêm trọng thủ tục tố tụng hình sự nói riêng và pháp luật tố tụng nói chung cho hôm nay và mai sau - Trong Lịch Sử cách mạng Việt Nam bác Hồ kính yêu của chúng ta với biệt danh là Tống Văn Sơ cũng đã bị của mật thám thực dân Pháp, Thực dân Anh tàn ác theo dõi, Bác đã bị bị cảnh sát Hongkong bắt ngay tại nhà trọ, 186 phố Tam Lung, với hồ sơ ghi tội danh là “gián điệp của Quốc tế Cộng sản, tay sai của Liên Xô, có âm mưu lật đổ” nhưng nhưng dưới nền tư pháp của bọn tư bản, tàn ác giảy chết nhưng được sự bào chữa của luật sư Francis Henry Loseby Đã bào chữa cho Tống Văn Sơ theo quy định của pháp luật lúc bấy giờ và bác đã được tự do khi thẩm phán phiên toà tuyên trắng án cho bác Hồ Chí Minh khi đã bị tuyên án tử hình vắng mặt ở đông dương.....? - kết luận từ vụ án này : Theo quy định của BLTTHS “ Thủ tục xem xét lại quyết định của Hội đồng Thẩm phán Toà án nhân dân tối cao “ thì vẫn còn có những người sau có thể yêu cầu, kiến nghị , đề nghị xem xét lại quyết định giám đốc thẩm của Hội đồng Thẩm phán Toà án nhân dân tối cao - Ủy ban thường vụ Quốc hội yêu cầu -Ủy ban Tư pháp của Quốc hội kiến nghị -Viện trưởng VKS TC kiến nghị - Chánh án Toà án nhân dân tối cao đề nghị Trên đây là những ý kiến cá nhân của tôi sau khi đã nghiên cứu, tìm hiểu về vụ án Hồ Duy Hải và mong rằng Đảng, Quốc Hội, Chính Phủ, Toà Án Nhân Dân Tối Cao, và các cơ quan tổ chức có thẩm quyền của đất nước Việt Nam thân yêu của chúng ta điều tra, xét xử vụ án theo đúng quy định của pháp luật Việt Nam để tránh bỏ lọt tội phạm giết người mà không làm chết oan người dân vô tội ...?",2020-05-11,1
654,"Tỉnh Hà Giang ghi nhận một ca nhiễm COVID-19.

Cô gái người .... Tỉnh Hà Giang ghi nhận một ca nhiễm COVID-19. Cô gái người dân tộc ở tại vùng hẻo lánh tại Hà Giang, có 3 người anh làm việc tại TQ, có lẽ nguồn lây là từ đây. Nói chung Trung Quốc vẫn đang nguy hiểm lắm.",2020-04-16,0
655,"VÀO TRỘM FACEBOOK CỦA BẠN VIẾT 9 CHỮ MẤT NGAY 10 TRIỆU..!!

.... VÀO TRỘM FACEBOOK CỦA BẠN VIẾT 9 CHỮ MẤT NGAY 10 TRIỆU..!! - Theo đó, khoảng 22h ngày 9/3, Hiệp đến nhà chơi thấy Tuyên đi vệ sinh nhưng để chiếc điện thoại trên bàn nên đã vào trang Facebook “Tuyên Lê” để đăng tải bài viết với nội dung “Cô rô na đã có mặt ở Lộc Yên”. - Còn anh Tuyên ngay sau ít phút đi vệ sinh vào phát hiện nên xóa nội dung này. Công an huyện Hương Khê đã triệu tập anh Tuyên lên làm việc. Tại đây anh Tuyên khai ra Hiệp nên công an mời Hiệp lên. Tại cơ quan điều tra, Hiệp thừa nhận định trêu anh Tuyên cho vui, với sau đó bài viết cũng đã được xoá ngay nên chắc không ảnh hưởng gì đến tình hình an ninh thế giới. - Tuy nhiên Sáng 12/3, Công an huyện Hương Khê (Hà Tĩnh) cho biết, đơn vị vừa xử lý Phan Đình Hiệp, (trú xóm Hương Giang, xã Lộc Yên) do tự ý lấy Facebook người khác đăng sai về dịch Covid-19 theo quy định của pháp luật..10 triệu đồng.",2020-03-12,0
656,"Bộ Y tế chiều 8/3 công bố thêm 8 ca nhiễm nCoV gồm 4 bệnh nh.... Bộ Y tế chiều 8/3 công bố thêm 8 ca nhiễm nCoV gồm 4 bệnh nhân ở Quảng Ninh, 2 tại Lào Cai và 2 ở Đà Nẵng. 8 bệnh nhân này đều là người nước ngoài đi chung chuyến bay VN54 với ""bệnh nhân thứ 17"" từ Anh về sân bay Nội Bài sáng 2/3. 👉 Xem thêm tại: <URL>",2020-03-08,0
657,Thật sự mấy bác lái xe khách khá ẩu. Đi đường mà cứ thấy bấm.... Thật sự mấy bác lái xe khách khá ẩu. Đi đường mà cứ thấy bấm còi inh ỏi lên lỏi để vượt lên trước. Mà hình như mấy ông hay lái ẩu không sợ bị phạt hay sao ấy hay do họ quá nhiều tiền nên không biết sợ là gì nhỉ,2020-03-17,0
658,"Adidas HOÀN TOÀN troll những kẻ cuồng tín chống người đồng tính đã gây bão trên Instagram ngày lễ tình nhân của họ (HÌNH ẢNH). Với sự bình đẳng trong hôn nhân trên toàn quốc và với nhiều người hơn bao giờ hết ủng hộ tình yêu giữa hai con người bất kể giới tính, Adidas đã kỷ niệm tình yêu đó vào Ngày lễ tình nhân bằng bức ảnh Instagram sau đây với chú thích, Tình yêu bạn dành bằng tình yêu bạn tạo ra.  Tình yêu bạn dành bằng tình yêu bạn tạo ra. Một bức ảnh được adidas (@adidas) đăng vào ngày 13 tháng 2 năm 2016 lúc 11:30 tối theo giờ PSTThật đáng yêu phải không? Ai có thể ghét bức ảnh đó, phải không? Chà, hãy để Internet cho thấy mặt tối của xã hội không thể che giấu ý tưởng về hai người cùng giới tính đang yêu nhau. Theo báo cáo của Buzzfeed, một số người không hài lòng với việc Adidas táo bạo chiếu hình ảnh hai người phụ nữ đang yêu nhau, có lẽ là đang hôn nhau, và nhiều người đã quyết định viết những bình luận ác ý.","February 16, 2016",0
659,"Bác ở Canada vừa mới báo 1 tin vui từ Canada trong cuộc chiế.... Bác ở Canada vừa mới báo 1 tin vui từ Canada trong cuộc chiến chống corona, con gái bác cũng làm trong ngành y ở Canada nên các bạn có thể tin tưởng và áp dụng theo Hôm nay, 1 nhà khoa học Canada vừa tìm ra được là nếu khẩu trang có tẩm muối, Corona dính vào sẽ bị giết trong vòng 5 phút. Trong lúc chờ đợi khẩu trang tẩm muối được bán trên thị trường, các bạn có thể làm theo cách sau đây : 1. Hai chén muối khuấy đều với nửa chén nước lọc (đun sôi) cho muối tan.... 2. Dùng cọ bôi lên nhiều lần dung dịch muối ở phía ngoài khẩu trang. Chờ khô, làm lại 2 lần nữa và sau đó có thể dùng khẩu trang đi ra ngoài. 3. Nếu không có N95, có thể áp dụng tạm thời trên khẩu trang giấy chống bụi, hoặc khẩu trang bằng vải thường dùng. Nếu dùng khẩu trang vải, cứ 2 ngày giặt nó 1 lần và tẩm muối như vừa chỉ dẫn trên. Nhớ là phải phơi khẩu trang cho thật khô trước khi dùng. 4. Không chỉ giết corona, mà muối còn giết được tất cả những virus khác trong không khí ! Thông tin này cũng đã được đăng trên tạp chí Business Insider. Các bạn đọc thêm ở đây, và thấy có thể làm theo thì nên share post này đến nhiều người để cộng đồng có thêm cách phòng chống. Cộng đồng an toàn hơn thì mỗi chúng ta cũng an toàn hơn <URL>… (Fb Nam Dao) THAM GIA nhóm Trần Thị Aí Liên trên Telegram <URL> Xem thêm",2020-02-09,1
660,"Đồng Nai nhiều người nhiễm virus Corona, nguy cơ Đồng Nai bi.... Đồng Nai nhiều người nhiễm virus Corona, nguy cơ Đồng Nai biến thành ổ dịch nCoV/Covid 19",2020-02-13,1
661,"Ngoại trưởng Anh Dominic Raab ngày 28/5 cho biết Anh .... Ngoại trưởng Anh Dominic Raab ngày 28/5 cho biết Anh có thể cấp quốc tịch cho những người ở Hong Kong có “hộ chiếu Anh ở nước ngoài” (British National Overseas -BNO), nếu Trung Quốc thực thi luật an ninh cho đặc khu này.",2020-05-29,0
662,"Ngay sau khi có 2 nhân viên y tế mắc Covid-19 và 150 người p.... Ngay sau khi có 2 nhân viên y tế mắc Covid-19 và 150 người phải cách ly, Bệnh viện Bạch Mai đã tăng cường kiểm tra chặt chẽ thân nhiệt của tất cả những người vào viện.",2020-03-24,0
663,"Gặp người đứng sau tất cả các luật chống LGBT trên toàn quốc, bạn có thể nhận ra anh ta (VIDEO). Khi lòng căm thù mang hình dạng con người, nó trông rất giống người sáng lập và chủ tịch của Liberty Counsel Mathew Staver. Bạn có thể nhận ra anh ta là luật sư của Thư ký Quận Kentucky khét tiếng Kim Davis, người đã từ chối làm công việc của mình vì lòng căm thù của cô là gánh nặng quá lớn nên cô đã chọn nhà tù. Cô ấy không thể chịu đựng được việc hai người cùng giới yêu nhau kết hôn, vì vậy cô ấy đã cho chúng tôi thấy phần nào những gì sắp xảy ra khi ghét cộng đồng LGBT. Và cô ấy đã có Staver làm luật sư cũng mù quáng không kém. Điều xảy ra kể từ khi Davis rít lên là một loạt các dự luật chống LGBT được ngụy trang dưới dạng luật tự do tôn giáo, và Staver là kẻ đứng sau sự căm ghét trên toàn quốc. CBS News đã điều tra và phát hiện ra rằng chính Staver đang dẫn đầu chiến dịch nhiệt thành này. Từ luật cấm người chuyển giới sử dụng phòng tắm phù hợp cho đến việc cho phép các doanh nghiệp có quyền từ chối phục vụ cộng đồng LGBT, Staver đã vượt qua tất cả. Tuy nhiên, anh ấy đã khéo léo diễn đạt lòng căm thù của mình như sau: Chỉ là được tự do theo đuổi đức tin của mình. Chúng tôi không có hứng thú với việc phân biệt đối xử với bất cứ ai. Không, Staver, Bản sửa đổi thứ nhất đã đảm bảo quyền tự do theo đuổi đức tin của bạn, những gì bạn đang làm là giúp các tiểu bang trên toàn quốc viết ra luật phân biệt đối xử cụ thể đối với các cá nhân LGBT. Bạn đang làm cho việc từ chối dịch vụ hoặc đuổi người thuê nhà dựa trên xu hướng tình dục là hợp pháp. Sự căm ghét theo luật này đang tước đi quyền tự do của các công dân LGBT để trao quyền tự do phân biệt đối xử về mặt pháp lý cho những người cuồng tôn giáo sợ tiền của người đồng tính có quan hệ đồng tính. Và Chúa cấm một người chuyển giới cần đi tiểu. Ồ, và hiểu điều này, Staver không nghĩ rằng các doanh nghiệp sẽ thực sự rút khỏi các bang đã ban hành những luật này. Anh ta được cho là đang lừa dối họ. Anh ta sắp phải trải qua một sự thức tỉnh thô lỗ, bởi vì việc đứng về phía sai lầm của lịch sử chưa bao giờ là điềm báo tốt cho bất kỳ kẻ cố chấp nào. Sự căm ghét của anh ấy đối với cộng đồng người đồng tính thật kỳ lạ. Nếu anh ta muốn tự do, hãy sống và để sống. Nó thực sự có thể dễ dàng như vậy. Hãy xem câu chuyện từ CBS News: Ảnh nổi bật của Ty Wright/Getty Images","April 14, 2016",1
664,"ĐIỀU KỲ_LẠ LÀ THEO CÁO_TRẠNG TỪ CÔNG_AN LỘC HÀ THÌ ÔNG TUẤN .... ĐIỀU KỲ_LẠ LÀ THEO CÁO_TRẠNG TỪ CÔNG_AN LỘC HÀ THÌ ÔNG TUẤN BỊ TRÓI , TƯỚI XĂNG ĐỐT ...NHƯNG ÔNG KHÔNG HAY_BIẾT GÌ VÀ SUỐT TỪ 2016 ĐẾN NAY CHA_CON ÔNG VẪN ĐI KÊU OAN KHẮP_NƠI .HÔM_NAY 9/6/2020 ÔNG CÙNG CON GÁI PHẢI CỞI TRUỒNG CHẶN ĐOÀN ĐẠI_BIỂU QUỐC_HỘI KÊU OAN ĐỂ ĐƯỢC MỌI NGƯỜI , BAN_NGÀNH CHÚ_Ý !ÔNG VÀ CON GÁI ĐÃ BỊ BẮT !LIỆU VỤ ÁN HOANG_ĐƯỜNG NÀY SẼ ĐI ĐẾN ĐÂU NẾU ÔNG TUẤN BÀ_CÔ XUYÊN TIẾP_TỤC BỊ BỎ_TÙ , THỦ_TIÊU ĐỂ KHÔNG CÒN AI KÊU OAN ?",2020-06-11,1
665,"Một buổi đi làm về chờ mãi không thấy vợ, gọi điện cũng khôn.... Một buổi đi làm về chờ mãi không thấy vợ, gọi điện cũng không nhấc máy, hỏi han khắp nơi thì Minh tá hỏa biết vợ vừa bị công an phường bắt quả tang vì hành vi đánh bạc. <URL>",2020-06-06,0
666,"< Lời khai <URL> ho.àng của cặp bố dượng, mẹ đẻ bạo hành bé .... < Lời khai <URL> ho.àng của cặp bố dượng, mẹ đẻ bạo hành bé 3 tuổi t ử <URL> > Ngày 3/4, Cơ quan Cảnh sát điều tra Công an TP Hà Nội đã quyết định khởi tố bị can, tạm giam thời hạn 4 tháng đối với 2 vợ chồng Nguyễn Minh Tuấn (SN 1989) và Nguyễn Thị Lan Anh (SN 1991), đều trú tại ngõ 46 phố Phạm Ngọc Thạch, phường Phương Liên, quận Đống Đa (Hà Nội) để điều tra xử lý về hành vi “Gi..ết người”. Nạn nhân của vụ án là cháu N.N.M (SN 2017), con riêng của Nguyễn Thị Lan Anh. Tại cơ quan công an, vợ chồng Nguyễn Minh Tuấn và Nguyễn Thị Lan Anh khai nhận, từ đầu tháng 3/2020 thường xuyên đ...ánh đ.ậ.p, h...ành h.ạ cháu M. Đáng chú ý, từ 8h đến 23h ngày 29/3, cả 2 đã không cho cháu ăn uống, dùng chân tay và cán chổi bằng kim loại đ...ánh liên tiếp vào cháu M. Đến 8h30 ngày 30/3, thấy cháu M. mệt, Lan Anh cho con uống sữa nhưng cháu M. n.ôn và ngất. Cặp vợ chồng này bèn đưa cháu đến Bệnh viện Đại học Y cấp cứu, nhưng chưa đến được bệnh viện thì cháu M. đã t ử <URL> Ngày 3/4, sau khi tiếp nhận hồ sơ vụ án từ Công an quận Đống Đa, Cơ quan Cảnh sát điều tra, Công an TP Hà Nội đã quyết định khởi tố bị can, tạm giam 4 tháng đối với cặp vợ chồng mất nhân tính này để tiếp tục điều tra, xử lý nghiêm theo quy định của pháp luật. Nguồn: báo Giao Thông",2020-04-03,0
